ocid,fecha_compilacion,segmento_mes,tender_id,nomenclatura,descripcion,metodo_ocds,tipo_procedimiento,categoria,monto_referencial,moneda,monto_referencial_pen,fecha_convocatoria,n_postores_declarado,info_protegida_por_ley,presupuesto,comprador_id,comprador_nombre,archivo_mes,n_releases,fecha_primer_release,fecha_ultimo_release,departamento_raw,provincia_raw,distrito_raw,n_postores_filas,n_postores_unicos,n_adjudicaciones,monto_adjudicado,proveedores,proveedores_ids,n_contratos,monto_contratado,fecha_primer_contrato
ocds-dgv273-seacev3-1251581,2026-09-23T10:18:09.616866-05:00,2026-06,1251581,CP CON-SM-3-2025-GRP-GGR-C-CP-1,"CONTRATACION DEL SERVICIO DE CONSULTORIA PARA LA SUPERVISIÓN DE LA EJECUCIÓN DE LA OBRA MEJORAMIENTO DE LOS SERVICIOS DEPORTIVOS EN EL ESTADIO MUNICIPAL ¿FERNANDO ARAMBULO SANTIN¿ DE LA CIUDAD DE TAMBOGRANDE, DISTRITO DE TAMBO GRANDE - PROVINCIA DE PIURA - DEPARTAMENTO DE PIURA. CON CUI N°2310221",,Concurso Público para Consultoría,services,6741021.8,PEN,6741021.8,2026-06-12T16:20:00-05:00,,True,,PE-CONSUCODE-48,GOBIERNO REGIONAL DE PIURA SEDE CENTRAL,2026-06,3,2026-09-21T09:59:34.072947-05:00,2026-09-23T10:18:09.616866-05:00,PIURA,PIURA,PIURA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1251524,2026-09-23T10:18:09.498694-05:00,2026-08,1251524,LP-ABR-8-2026-INS-1,ADQUISICIÓN DE UNIFORME INSTITUCIONAL DE INVIERNO - VERANO PARA LOS TRABAJADORES DAMAS Y CABALLEROS DEL INSTITUTO NACIONAL DE SALUD - ITEM N° 01: UNIFORME INVIERNO - VERANO CABALLEROS DERIVADA DE LA LICITACIÓN PÚBLICA N° 2-2025-INS-1,,Licitación Pública Abreviada,goods,657513.52,PEN,657513.52,2026-08-04T19:12:00-05:00,19.0,False,,PE-CONSUCODE-1979,INSTITUTO NACIONAL DE SALUD,2026-08,2,2026-09-22T10:12:37.857253-05:00,2026-09-23T10:18:09.498694-05:00,LIMA,LIMA,CHORRILLOS,19,19,1,623978.43,SAMITEX SA,PE-RUC-20348511824,0,,
ocds-dgv273-seacev3-1251354,2026-09-23T10:18:08.790237-05:00,2026-08,1251354,LP-ABR-41-2026-DEC -MDCH-1,ADQUISICION DE MATERIALES DE CONSTRUCCION PARA EL PROYECTO MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ATENCION Y PROMOCION DE LAS FAMILIAS EN LA COMUNIDAD DE CCASA DEL DISTRITO DE CHALLHUAHUACHO PROVINCIA DE COTABAMBAS DEPARTAMENTO DE APURIMAC,,Licitación Pública Abreviada,goods,172150.0,PEN,172150.0,2026-08-26T09:27:00-05:00,8.0,False,,PE-CONSUCODE-374,MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,2026-08,2,2026-09-22T10:12:37.755204-05:00,2026-09-23T10:18:08.790237-05:00,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,8,8,1,174900.0,MAXCEL PERU S.A.C.,PE-RUC-20613103822,0,,
ocds-dgv273-seacev3-1246613,2026-09-23T10:18:08.680230-05:00,2026-07,1246613,LP-ABR-4-2026-MDTM-CS-1,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL EN LA AV. SIMON BOLIVAR DEL DISTRITO DE TAMBO DE MORA - PROVINCIA DE CHINCHA - DEPARTAMENTO DE ICA CUI 2502606 ¿ II ETAPA,,Licitación Pública Abreviada,works,635982.2,PEN,635982.2,2026-07-01T14:29:00-05:00,30.0,False,1240165.29,PE-CONSUCODE-1049,MUNICIPALIDAD DISTRITAL DE TAMBO DE MORA,2026-07,5,2026-09-03T10:51:02.475118-05:00,2026-09-23T10:18:08.680230-05:00,ICA,CHINCHA,TAMBO DE MORA,30,30,1,604183.09,CONSORCIO ALTA INGENIERIA S.A.C.,PE-RUC-20534378344,1,604183.09,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1243906,2026-09-23T10:18:08.617426-05:00,2026-08,1243906,LP-ABR-11-2026-EPS GRAU SA-GG-1,ADQUISICIÓN DE COMBUSTIBLE DIESEL B5 S-50 PARA LAS UNIDADES VEHICULAES VINCULADOS A LAS ACTIVIDADES DE DISTRIBUCION DE AGUA POTABLE EN EL MARCO DEL CONVENI N°038-2026/VIVIENDA/VMCS/PNSU/DE,,Licitación Pública Abreviada,goods,181260.0,PEN,181260.0,2026-08-24T16:45:00-05:00,2.0,False,,PE-CONSUCODE-2381,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO GRAU S.A.,2026-08,13,2026-08-25T10:17:45.025507-05:00,2026-09-23T10:18:08.617426-05:00,PIURA,PIURA,PIURA,2,2,1,228875.2,ESTACIONES DON BOSCO SOCIEDAD ANÓNIMA CERRADA,PE-RUC-20609721546,0,,
ocds-dgv273-seacev3-1241496,2026-09-23T10:18:08.606839-05:00,2026-08,1241496,LP-ABR-68-2026-C-MPC-1,"ADQUISICION DE EQUIPAMIENTO BIOMEDICO PARA LABORATORIO PARA EL PROYECTO (0173) MEJORAMIENTO Y AMPLIACION DE LA PROESTACION DEL SERVICIO DE SALUD DEL ESTABLECIMIENTO DE SALUD SAN PEDRO APV. PICCHU ALTO, DISTRITO DE CUSCO, PROVINCIA DE CUSCO-CUSCO.",,Licitación Pública Abreviada,goods,145550.0,PEN,145550.0,2026-08-17T11:35:00-05:00,25.0,False,,PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,2026-08,14,2026-08-18T10:20:57.853857-05:00,2026-09-23T10:18:08.606839-05:00,CUSCO,CUSCO,CUSCO,25,25,0,,,,0,,
ocds-dgv273-seacev3-1235697,2026-09-23T10:18:08.590743-05:00,2026-07,1235697,LP-ABR-5-2026-GRH/C-3,"EJECUCIÓN DE LA OBRA COMPLEMENTARIA, MEJORAMIENTO Y AMPLIACIÓN DE SISTEMA TELEMÁTICO RESPECTO A SUMINISTRO DE BIENES Y SERVICIO DE HIS PAC RIS DEL PROYECTO DE INVERSIÓN PUBLICA: ¿MEJORAMIENTO DE LA CAPACIDAD RESOLUTIVA DE LOS SERVICIOS DE SALUD DEL HOSPITAL REGIONAL HERMILIO VALDIZAN MEDRANO DE HUAN",,Licitación Pública Abreviada,works,3500366.24,PEN,3500366.24,2026-07-21T17:24:00-05:00,9.0,False,14001554.96,PE-CONSUCODE-40,GOBIERNO REGIONAL DE HUANUCO SEDE CENTRAL,2026-07,21,2026-07-22T10:32:06.903494-05:00,2026-09-23T10:18:08.590743-05:00,HUANUCO,HUANUCO,AMARILIS,9,9,1,3500396.24,CONSORCIO WINNER,PE-RUC-1819409,1,3500396.24,2026-09-04T00:00:00-05:00
ocds-dgv273-seacev3-1236098,2026-09-23T10:18:08.554506-05:00,2026-07,1236098,SIE-SIE-5-2026-HRL-OC-1,"ADQUISICIÓN DE PRODUCTO BIOLÓGICO INMUNOGLOBULINA HUMANA NORMAL, 5% INYECTABLE, 100 mL, PARA EL SERVICIO DE FARMACIA DEL HOSPITAL REGIONAL LAMBAYEQUE",open,Subasta Inversa Electrónica,goods,975000.0,PEN,975000.0,2026-07-22T09:17:00-05:00,5.0,False,,PE-CONSUCODE-200441,GOBIERNO REGIONAL DE LAMBAYEQUE - HOSPITAL REGIONAL LAMBAYEQUE,2026-07,15,2026-07-23T10:30:34.352081-05:00,2026-09-23T10:18:08.554506-05:00,LAMBAYEQUE,CHICLAYO,CHICLAYO,5,5,2,1699550.0,BLAU FARMACEUTICA PERU S.A.C. | DYSAC FARMA S.A.C.,PE-RUC-20601283353 | PE-RUC-20606948507,0,,
ocds-dgv273-seacev3-1233868,2026-09-23T10:18:08.486298-05:00,2026-07,1233868,CP-ABR-44-2026-GRA-SEDECENTRAL-1,CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA LA  ELABORACIÓN DEL EXPEDIENTE TÉCNICO DEL PROYECTO ¿MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SECUNDARIA EN I.E. PEDRO RUIZ GALLO DE CENTRO POBLADO LLOCHEGUA DISTRITO DE LLOCHEGUA DE LA PROVINCIA DE HUANTA DEL DEPARTAMENTO DE AYACUCHO¿ CON CUI N°2623800.,,Concurso Público Abreviado,services,410000.0,PEN,410000.0,2026-07-14T18:13:00-05:00,23.0,False,,PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,2026-07,20,2026-07-15T10:31:01.248940-05:00,2026-09-23T10:18:08.486298-05:00,AYACUCHO,HUAMANGA,AYACUCHO,23,23,1,369000.0,CONSORCIO PEDRO RUIZ,PE-RUC-1824678,0,,
ocds-dgv273-seacev3-1241461,2026-09-23T10:18:08.450320-05:00,2026-08,1241461,CP-ABR-23-2026-CS-MDCH-1,"CONTRATACIÓN DEL SERVICIO DE FABRICACION E INSTALACION DE COBERTURA METALICA, PARA LA EJECUCION DEL PROYECTO ¿CREACION DEL SERVICIO DEL CENTRO RECREACIONAL, EDUCATIVO Y DESARROLLO CULTURAL EN LA COMUNIDAD DE HUANACOPAMPA DEL DISTRITO DE CHALLHUAHUACHO-COTABAMBAS-APURIMAC.",,Concurso Público Abreviado,services,395000.0,PEN,395000.0,2026-08-14T12:27:00-05:00,17.0,False,,PE-CONSUCODE-374,MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,2026-08,17,2026-08-15T10:17:54.626885-05:00,2026-09-23T10:18:08.450320-05:00,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,17,17,1,327999.99,CONSORCIO ESDHA METALS,PE-RUC-1824777,0,,
ocds-dgv273-seacev3-1245233,2026-09-23T10:18:08.443433-05:00,2026-08,1245233,LP-SM-3-2026-MDM-1,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA ZONA A Y B DE LA ASOCIACION DE VIVIENDA TALLER GRANJA LOS GIRASOLES, DISTRITO DE MIRAFLORES ¿ PROVINCIA DE AREQUIPA ¿ DEPARTAMENTO DE AREQUIPA - CUI 2571538 - PRIMERA ETAPA",open,Licitación Pública,works,8835362.58,PEN,8835362.58,2026-08-28T09:51:00-05:00,,True,,PE-CONSUCODE-404,MUNICIPALIDAD DISTRITAL DE MIRAFLORES - AREQUIPA,2026-08,21,2026-08-29T10:11:47.257524-05:00,2026-09-23T10:18:08.443433-05:00,AREQUIPA,AREQUIPA,MIRAFLORES,0,0,0,,,,0,,
ocds-dgv273-seacev3-1232957,2026-09-23T10:18:08.434953-05:00,2026-07,1232957,LP-SM-12-2026-CENARES/ MINSA-1,ADQUISICION DE DISPOSITIVOS MÉDICOS¿COMPRA CENTRALIZADA PARA EL ABASTECIMIENTO POR UN PERIODO DE DOCE (12) MESES¿CATORCE (14) ITEMS,open,Licitación Pública,goods,0.0,PEN,0.0,2026-07-10T16:43:00-05:00,,True,,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,2026-07,53,2026-07-11T10:22:37.835285-05:00,2026-09-23T10:18:08.434953-05:00,LIMA,LIMA,JESUS MARIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1244074,2026-09-23T10:18:08.385937-05:00,2026-08,1244074,LP-ABR-6-2026-MDA/OC-2,"ADQUISICION DE CALAMINA GALVANIZADA para la obra  CREACION DE LOS SERVICIOS DE APOYO AL \nDESARROLLO PRODUCTIVO EN LA PROTECCION CON COBERTURA PARA LA\nPRODUCCION DE GANADO VACUNO EN LAS COMUNIDADES CAMPESINAS DE\nCHOSICANI, LLACTA SILLOTA, TURUPAMPA, SECTOR SAN LUIS Y SAN ANTONIO\nHUARAHUARANI",,Licitación Pública Abreviada,goods,139712.0,PEN,139712.0,2026-08-24T20:47:00-05:00,28.0,False,,PE-CONSUCODE-1666,MUNICIPALIDAD DISTRITAL DE ASILLO,2026-08,17,2026-08-25T10:17:45.087392-05:00,2026-09-23T10:18:08.385937-05:00,PUNO,AZANGARO,ASILLO,28,28,1,139712.0,PROBISARC S.R.L.,PE-RUC-20542663163,0,,
ocds-dgv273-seacev3-1237798,2026-09-23T10:18:08.350486-05:00,2026-07,1237798,LP-ABR-3-2026-MDY-LPA-1,"LA OBRA: ¿RENOVACION DE PUENTE; EN EL(LA) LA VECINAL HU-1147 (PUENTE YARUMAYO): EMP. HU-111(YARUMAYO) ¿ DESV. COCHAS-CHAULAN, EN EL CENTRO POBLADO YARUMAYO, DISTRITO DE YARUMAYO, PROVINCIA DE HUANUCO, DEPARTAMENTO HUANUCO",,Licitación Pública Abreviada,works,833783.42,PEN,833783.42,2026-07-31T23:15:00-05:00,10.0,False,833783.42,PE-CONSUCODE-959,MUNICIPALIDAD DISTRITAL DE YARUMAYO,2026-07,16,2026-08-01T10:19:37.741687-05:00,2026-09-23T10:18:08.350486-05:00,HUANUCO,HUANUCO,YARUMAYO,10,10,1,833783.42,CONSORCIO EJECUTOR COCHAS,PE-RUC-1821276,1,833783.42,2026-09-07T00:00:00-05:00
ocds-dgv273-seacev3-1243324,2026-09-23T10:18:08.298321-05:00,2026-08,1243324,COMPRE-COMPRE-50-2026-GR-CUSCO-1,"ADQUISICION DE LUMINARIAS PARA EL PROYECTO: ¿ MEJORAMIENTO DE LOS SERVICIOS DE SALUD, EN EL CENTRO DE SALUD DE INDEPENDENCIA DEL DISTRITO DE CUSCO - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO¿.",open,Comparación de Precios,goods,99873.33,PEN,99873.33,2026-08-20T22:12:00-05:00,3.0,False,99873.33,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,2026-08,10,2026-08-21T10:31:12.161831-05:00,2026-09-23T10:18:08.298321-05:00,CUSCO,CUSCO,CUSCO,3,3,1,99500.0,SERVICIOS MULTIPLES HM DEL PERU E.I.R.L.,PE-RUC-20615676803,1,99500.0,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1237436,2026-09-23T10:18:08.290736-05:00,2026-07,1237436,CP SER-SM-1-2026-MHDM-OC-1,"CONTRATACIÓN DE SERVICIO DE TRANSPORTE EXTERNO, TRATAMIENTO DE RESIDUOS ANATOMOPATOLOGICOS Y DISPOSICION FINAL DE RESIDUOS SOLIDOS  HOSPITALARIOS (PELIGROSOS, BIOCONTAMINADOS Y ESPECIALES)",,Concurso Público de Servicios,services,5022400.0,PEN,5022400.0,2026-07-30T19:49:00-05:00,6.0,False,,PE-CONSUCODE-10215,HOSPITAL NACIONAL DOS DE MAYO,2026-07,12,2026-07-31T10:16:01.169953-05:00,2026-09-23T10:18:08.290736-05:00,LIMA,LIMA,LIMA,6,6,0,,,,0,,
ocds-dgv273-seacev3-1244179,2026-09-23T10:18:08.278675-05:00,2026-08,1244179,SIE-SIE-3-2026-MDSJL/C-1,"ADQUISICION DE COMBUSTIBLE DIESEL B5 S-50 PARA LA EJECUCION DEL PROYECTO: CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL TRAMO CASERIO SAN JUAN DE SALINAS LOYOLA - SECTOR EL CEDRAL, C.P. CALABOZO DEL DISTRITO DE SAN JOSE DE LOURDES - PROVINCIA DE SAN IGNACIO - DEPARTAMENTO DE CAJAMARCA, CUI N° 254683",open,Subasta Inversa Electrónica,goods,111300.0,PEN,111300.0,2026-08-25T12:42:00-05:00,2.0,False,,PE-CONSUCODE-705,MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOURDES,2026-08,10,2026-08-26T10:29:20.659964-05:00,2026-09-23T10:18:08.278675-05:00,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,2,2,1,111300.0,AGUIRRE CARRION EMMIR,PE-RUC-10278450355,0,,
ocds-dgv273-seacev3-2026-200190-127,2026-09-23T10:18:08.237330-05:00,2026-07,1236820,LP-ABR-14-2026-ELECTRONOROESTE SA (ENOSA)-1,ADQUISICIÓN DE EMPALMES Y TERMINACIONES PARA CABLES AISLADOS DE MEDIA TENSIÓN DE ELECTRONOROESTE S.A.,,Licitación Pública Abreviada,goods,222704.97,PEN,222704.97,2026-07-24T14:42:00-05:00,14.0,False,,PE-CONSUCODE-200190,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA,2026-07,37,2026-07-25T10:12:55.686951-05:00,2026-09-23T10:18:08.237330-05:00,PIURA,PIURA,PIURA,14,14,1,189443.1,2B LATAM S.A.C.,PE-RUC-20602440517,0,,
ocds-dgv273-seacev3-1243414,2026-09-23T10:18:08.201769-05:00,2026-08,1243414,CP-ABR-11-2026-MPA-DEC-1,"CONTRATACIÓN DEL SERVICIO DE VOLADURA, PERFORACIÓN Y DISPARO EN ROCA FIJA (A TODO COSTO), PARA LA EJECUCIÓN DE LA OBRA: ¿CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN VIA VECINAL DESVIO PE-3N (VADO GRANDE) - REMOLINOS (EMP. PI-668) DISTRITO DE AYABACA - DE LA PROVINCIA DE AYABACA - DE",,Concurso Público Abreviado,services,380891.63,PEN,380891.63,2026-08-21T10:43:00-05:00,5.0,False,,PE-CONSUCODE-1593,MUNICIPALIDAD PROVINCIAL DE AYABACA,2026-08,12,2026-08-22T10:45:08.336193-05:00,2026-09-23T10:18:08.201769-05:00,PIURA,AYABACA,AYABACA,5,5,0,,,,0,,
ocds-dgv273-seacev3-1240356,2026-09-23T10:18:08.186328-05:00,2026-08,1240356,CP-ABR-1-2026-MDLP/C-1,"CONTRATACIÓN DE SERVICIO DE ELABORACION DE ESTRUCTURAS METALICAS PARA EL PROYECTO CREACION DE LOSA DEPORTIVA DEL CENTRO POBLADO DE PLANCHON DEL DISTRITO DE LAS PIEDRAS, PROV DE TAMBOPATA, DPTO DE MADRE DE DIOS CUI 2541788",,Concurso Público Abreviado,services,472000.0,PEN,472000.0,2026-08-14T17:04:00-05:00,7.0,False,472000.0,PE-CONSUCODE-1528,MUNICIPALIDAD DISTRITAL DE LAS PIEDRAS,2026-08,18,2026-08-15T10:17:54.139432-05:00,2026-09-23T10:18:08.186328-05:00,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,7,7,1,470700.0,CONSTRUCTORA ARRIOLA VALENCIA SOCIEDAD ANONIMA CERRADA-CONARVA S.A.C.,PE-RUC-20600995902,1,470700.0,2026-09-16T00:00:00-05:00
ocds-dgv273-seacev3-1246147,2026-09-23T10:18:08.134552-05:00,2026-08,1246147,CP SER-SM-1-2026-MPL/C-1,"SERVICIO A TODO COSTO DE PREPARACIÓN, TRANSPORTE, COLOCACIÓN Y COMPACTACIÓN DE CARPETA ASFÁLTICA EN CALIENTE E=2¿ PARA SER UTILIZADO EN LOS TRABAJOS DEL PROYECTO REPARACIÓN DE SUPERFICIE DE RODADURA; EN EL(LA) JRS. SAN MARTÍN C-6 A C-7, C-12; JUNÍN C-2 CRUCE CON REYNALDO BARTRA C-2; RAMON CASTILLA C",,Concurso Público de Servicios,services,0.0,PEN,0.0,2026-08-31T21:39:00-05:00,,True,,PE-CONSUCODE-1768,MUNICIPALIDAD PROVINCIAL DE LAMAS,2026-08,12,2026-09-01T10:23:59.035997-05:00,2026-09-23T10:18:08.134552-05:00,SAN MARTIN,LAMAS,LAMAS,0,0,0,,,,0,,
ocds-dgv273-seacev3-1240704,2026-09-23T10:18:08.036115-05:00,2026-08,1240704,CP-ABR-23-2026-GRA/C-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISION DE LA EJECUCIÓN DEL PROYECTO: ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN PUEBLO NUEVO ¿ ALTO PERU - SAN PEDRO - DURAZNILLO - LLOQUE ¿ DANJAMAL ¿ SAN RAMON ¿ SANTA MARIA, DISTRITO DE PISUQUIA DE LA PROVINCI...",,Concurso Público Abreviado,services,222426.11,PEN,222426.11,2026-08-12T12:19:00-05:00,4.0,False,222426.11,PE-CONSUCODE-32,GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL,2026-08,13,2026-08-13T10:28:42.221575-05:00,2026-09-23T10:18:08.036115-05:00,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,4,4,1,179071.87,CONSORCIO SUPERVISOR SANTA MARIA,PE-RUC-1823878,1,179071.87,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1244451,2026-09-23T10:18:08.015444-05:00,2026-08,1244451,CP-ABR-9-2026-DEC-MDE/LC-1,"CONTRATACION DE SERVICIO DE FABRICACION  E INSTALACION DE GEOTANQUE DE 45 M3 A TODO COSTO PARA EL PLAN DE NEGOCIO: ""MEJORAMIENTO DE LA PRODUCCION DE CACAO A TRAVES DE LA IMPLEMENTACION DE RIEGO TECNIFICADO EN LA ASOCIACION DE PRODUCTORES DE CACAO FINO AROMA DE YOMENTOATO ECHARATI- LA CONVENCION - CU",,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-08-25T18:57:00-05:00,,True,,PE-CONSUCODE-814,MUNICIPALIDAD DISTRITAL DE ECHARATE,2026-08,7,2026-08-26T10:29:20.880849-05:00,2026-09-23T10:18:08.015444-05:00,CUSCO,LA CONVENCION,ECHARATE,0,0,0,,,,0,,
ocds-dgv273-seacev3-1243790,2026-09-23T10:18:08.008665-05:00,2026-08,1243790,LP-ABR-235-2026-MDSM/CS-1,"CONTRATACION DE EJECUCION DE OBRA: CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZUELA DEL SECTOR HUAYOPAMPA DEL CENTRO POBLADO SAN ANDRES DE RUNTU DISTRITO DE SAN MARCOS DE LA PROVINCIA DE HUARI DEL DEPARTAMENTO DE ANCASH, CON CUI N°2658929.",,Licitación Pública Abreviada,works,0.0,PEN,0.0,2026-08-24T17:26:00-05:00,,True,,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,2026-08,12,2026-08-25T10:17:44.956973-05:00,2026-09-23T10:18:08.008665-05:00,ANCASH,HUARI,SAN MARCOS,0,0,0,,,,0,,
ocds-dgv273-seacev3-1243730,2026-09-23T10:18:07.995221-05:00,2026-08,1243730,LP-ABR-3-2026-MDSPC-1,ADQUISICION E INSTALACION DE PISO DE POLIURETANO DE 11MM A TODO COSTO PARA LA EJECUCIÓN DEL PROYECTO: ¿CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN COMUNIDAD DE PANTIPATA DISTRITO DE SAN PEDRO DE CACHORA DE LA PROVINCIA DE ABANCAY DEL DEPARTAMENTO DE APURIMAC¿,,Licitación Pública Abreviada,goods,188124.01,PEN,188124.01,2026-08-17T18:51:00-05:00,6.0,False,,PE-CONSUCODE-324,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CACHORA,2026-08,12,2026-08-22T10:45:08.470319-05:00,2026-09-23T10:18:07.995221-05:00,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,6,6,1,187969.8,PROYECTOS DE INGENIERIA Y CONSTRUCCIONES RM E.I.R.L.,PE-RUC-20605251286,0,,
ocds-dgv273-seacev3-1245737,2026-09-23T10:18:07.874795-05:00,2026-08,1245737,COMPRE-COMPRE-21-2026-MPCT-1,"ADQUISICIÓN DE MATERIALES SIDERÚRGICOS (TUBERÍAS DE ACERO GALVANIZADO, PLANCHA GALVANIZADA, PERFILES ANGULARES Y PLATINAS DE ACERO), PARA EL PROYECTO: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LA COMUNIDAD PUNAPAMPA DEL DISTRITO DE TAMBOBAMBA - PROVINCIA DE COTAB",open,Comparación de Precios,goods,74765.0,PEN,74765.0,2026-08-28T22:52:00-05:00,3.0,False,74765.0,PE-CONSUCODE-369,MUNICIPALIDAD PROVINCIAL DE COTABAMBAS - TAMBOBAMBA,2026-08,8,2026-08-29T10:11:47.639321-05:00,2026-09-23T10:18:07.874795-05:00,APURIMAC,COTABAMBAS,TAMBOBAMBA,3,3,1,72245.0,COMPAÑIA INVERSIONES Y SERVICIOS ROSAS S.A.C.,PE-RUC-20611224461,1,72245.0,2026-09-22T00:00:00-05:00
ocds-dgv273-seacev3-1243633,2026-09-23T10:18:07.860049-05:00,2026-08,1243633,SIE-SIE-2-2026-MDSS-OC-1,"ADQUISICION DE CEMENTO PORTLAN IP 42.5KG para la "" RENOVACION DE CAMPO DEPORTIVO; CONSTRUCCION DE RESERVORIO, TRIBUNA Y/O PALCO Y SERVICIOS HIGIENICOS Y/O VESTIDORES; EN EL(LA) ESTADIO MUNICIPAL JESUS MANUEL AMPUERO DE SAN SALVADOR DEL DISTRITO DE SAN SALVADOR, PROVINCIA CALCA, DEPARTAMENTO CUSCO""",open,Subasta Inversa Electrónica,goods,62778.98,PEN,62778.98,2026-08-21T17:17:00-05:00,7.0,False,122143.58,PE-CONSUCODE-778,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR,2026-08,13,2026-08-22T10:45:08.399688-05:00,2026-09-23T10:18:07.860049-05:00,CUSCO,CALCA,SAN SALVADOR,7,7,1,59364.6,CODECO E.I.R.L,PE-RUC-20532492051,1,59364.6,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1240701,2026-09-23T10:18:07.853206-05:00,2026-08,1240701,CP-ABR-23-2026-ESSALUD/RPR-2,"CONTRATACIÓN DEL SERVICIO DE RECOJO, LAVADO, SECADO, PLANCHADO, DOBLADO Y ENTREGA DE ROPA HOSPITALARIA PARA CATORCE (14) INSTITUCIONES PRESTADORAS DE SERVICIOS DE SALUD - IPRESS, DEPENDIENTES DE LA GERENCIA DE SERVICIOS PRESTACIONALES NIVEL I-II, RED PRESTACIONAL REBAGLIATI - ESSALUD",,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-08-12T11:30:00-05:00,,True,,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08,16,2026-08-13T10:28:42.214952-05:00,2026-09-23T10:18:07.853206-05:00,LIMA,LIMA,JESUS MARIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-2026-10584-1,2026-09-23T10:18:07.845518-05:00,2026-07,1230006,CP-ABR-1-2026-RSC/E-C-1,CONTRATACIÓN DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL HOSPITAL SAN MARTÍN DE PORRES MACUSANI CARABAYA PUNO,,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-07-20T22:02:00-05:00,13.0,True,,PE-CONSUCODE-10584,GOBIERNO REGIONAL DE PUNO-SALUD MACUSANI,2026-07,48,2026-03-20T10:14:22.318657-05:00,2026-09-23T10:18:07.845518-05:00,PUNO,CARABAYA,MACUSANI,21,21,1,1300000.0,JIM & CA SECURITY SOCIEDAD ANONIMA CERRADA,PE-RUC-20603698691,0,,
ocds-dgv273-seacev3-1241022,2026-09-23T10:18:07.830306-05:00,2026-08,1241022,CP-ABR-1-2026-MDY/CE-1,consultoria de obra para la supervision de la obra:creacion de los servicios de agua potable y disposicion de excretas en las localidades de  nuevo dantas y bello horizonte II ETAPA,,Concurso Público Abreviado,services,249494.78,PEN,249494.78,2026-08-25T16:17:00-05:00,4.0,False,249494.78,PE-CONSUCODE-1006,MUNICIPALIDAD DISTRITAL DE YUYAPICHIS,2026-08,13,2026-08-26T10:29:19.349045-05:00,2026-09-23T10:18:07.830306-05:00,HUANUCO,PUERTO INCA,YUYAPICHIS,4,4,1,249475.6,CONSORCIO SUPERVISOR BELLO HORIZONTE,PE-RUC-1828694,1,249475.6,2026-09-17T00:00:00-05:00
