ocid,fecha_compilacion,segmento_mes,tender_id,nomenclatura,descripcion,metodo_ocds,tipo_procedimiento,categoria,monto_referencial,moneda,monto_referencial_pen,fecha_convocatoria,n_postores_declarado,info_protegida_por_ley,presupuesto,comprador_id,comprador_nombre,archivo_mes,n_releases,fecha_primer_release,fecha_ultimo_release,departamento_raw,provincia_raw,distrito_raw,n_postores_filas,n_postores_unicos,n_adjudicaciones,monto_adjudicado,proveedores,proveedores_ids,n_contratos,monto_contratado,fecha_primer_contrato
ocds-dgv273-seacev3-2026-2408-80,2026-09-23T10:18:04.977925-05:00,2026-08,1245135,CP-ABR-17-2026-ES-1,"SERVICIO DE CONSULTORÍA DE OBRA PARA LA FORMULACIÓN DEL ESTUDIO DE PREINVERSIÓN Y EXPEDIENTE TÉCNICO DE OBRA DEL PROYECTO ""MEJORAMIENTO DEL SERVICIO DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA EN ALIMENTADOR O-253 DISTRITO DE CANDARAVE DE LA PROVINCIA DE CANDARAVE DEL DEPARTAMENTO DE TACNA"".",,Concurso Público Abreviado,services,342240.39,PEN,342240.39,2026-08-27T14:44:00-05:00,,True,,PE-CONSUCODE-2408,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD - ELECTROSUR S.A.,2026-08,21,2026-08-28T10:30:32.385725-05:00,2026-09-23T10:18:04.977925-05:00,TACNA,TACNA,TACNA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1238887,2026-09-23T10:18:04.916149-05:00,2026-08,1238887,LP-ABR-2-2026-ESSALUD/GCL-1,"EJECUCION DE OBRA (IOARR): ADQUISICIÓN DE BALANZA ANALITICA, CABINA DE SEGURIDAD BIOLOGICA - CAMPANA DE BIOSEGURIDAD, BIDESTILADOR DE AGUA Y ESTERILIZADOR CON GENERADOR ELECTRICO DE VAPOR; ADEMAS DE OTROS ACTIVOS EN EL (LA) EESS HOSPITAL NACIONAL ALBERTO SOLOGUREN DE LA RED ASISTENCIAL SABOGAL",,Licitación Pública Abreviada,works,1473880.97,PEN,1473880.97,2026-08-05T23:00:00-05:00,,True,,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-08,29,2026-08-06T10:27:48.407189-05:00,2026-09-23T10:18:04.916149-05:00,LIMA,LIMA,JESUS MARIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1244598,2026-09-23T10:18:04.900885-05:00,2026-08,1244598,LP-ABR-3-2026-MDLO/CS-1,ADQUISICION DE BOLSAS DE POLIETILENO 140 LITROS Y TIPO T - SHIRT (CHEQUERAS) PARA EL PERSONAL OPERATIVO DE LA SUBGERENCIA DE LIMPIEZA PUBLICA Y MEDIO AMBIENTE,,Licitación Pública Abreviada,goods,68400.0,PEN,68400.0,2026-08-26T18:55:00-05:00,19.0,False,,PE-CONSUCODE-1323,MUNICIPALIDAD DISTRITAL DE LOS OLIVOS (LAS PALMERAS),2026-08,20,2026-08-27T10:33:25.950382-05:00,2026-09-23T10:18:04.900885-05:00,LIMA,LIMA,LOS OLIVOS,19,19,1,73500.0,SERVICIOS GENERALES NIJA E.I.R.L.,PE-RUC-20610776648,0,,
ocds-dgv273-seacev3-1244411,2026-09-23T10:18:04.893861-05:00,2026-08,1244411,CP-ABR-9-2026-C/MLV-1,"CONTRATACIÓN DEL SERVICIO DE ALQUILER DE DOS (02) CAMIONES CISTERNA CON CAPACIDAD DE 5000 GALONES DESTINADO AL ABASTECIMIENTO Y DISTRIBUICIÓN DE AGUA PARA EL RIEGO DE LAS ÁREAS VERDES GARANTIZANDO EL ADECUADO MANTENIMIENTO, CONSERVACIÓN Y DESARROLLO DE LOS ESPACIOS VERDES DE USO PÚBLICO EN EL DISTRI",,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-08-25T19:03:00-05:00,,True,,PE-CONSUCODE-1321,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - LIMA,2026-08,18,2026-08-26T10:29:20.829233-05:00,2026-09-23T10:18:04.893861-05:00,LIMA,LIMA,LA VICTORIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-2026-1921-37,2026-09-23T10:18:04.851753-05:00,2026-08,1245346,CP-ABR-33-2026-OSINERGMIN-1,CONTRATACION DEL SERVICIO DE SOPORTE OPERATIVO A LOS PROCESOS Y A LA GESTIÓN DE INFORMACIÓN DE LA GERENCIA DE SUPERVISIÓN MINERA,,Concurso Público Abreviado,services,0.0,PEN,0.0,2026-08-27T19:51:00-05:00,,True,,PE-CONSUCODE-1921,ORGANISMO SUPERVISOR DE LA INVERSION EN ENERGIA Y MINERIA,2026-08,17,2026-08-28T10:30:32.464839-05:00,2026-09-23T10:18:04.851753-05:00,LIMA,LIMA,MAGDALENA DEL MAR,0,0,0,,,,0,,
ocds-dgv273-seacev3-1244938,2026-09-23T10:18:04.837341-05:00,2026-08,1244938,LP-ABR-23-2026-CS/MDRT-1,"ADQUISICION DE INDUMENTARIAS PARA EL PROYECTO: ""MEJORAMIENTO DE LA ATENCION Y PROMOCION DE LAS FAMILIAS DE LAS CUENCAS DE PERENE Y CUENCA DE RIO TAMBO, DISTRITO DE RIO TAMBO, PROVINCIA SATIPO, DEPARTAMENTO DE JUNIN"" ETAPA CON CUI ""02616987.",,Licitación Pública Abreviada,goods,92835.0,PEN,92835.0,2026-08-26T20:33:00-05:00,12.0,False,,PE-CONSUCODE-1162,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,2026-08,16,2026-08-27T10:33:26.112741-05:00,2026-09-23T10:18:04.837341-05:00,JUNIN,SATIPO,RIO TAMBO,12,12,1,92500.0,SEGUIL VELASQUEZ ABELARDO,PE-RUC-10200387665,0,,
ocds-dgv273-seacev3-2026-23-17,2026-09-23T10:18:04.823388-05:00,2026-08,1242494,CP-ABR-9-2026-MTPE-1,"SERVICIO DE ARCHIVAMIENTO, CUSTODIA Y CONSERVACIÓN DEL ACERVO DOCUMENTARIO DEL MINISTERIO DE TRABAJO Y PROMOCIÓN DEL EMPLEO",,Concurso Público Abreviado,services,413660.0,PEN,413660.0,2026-08-19T11:57:00-05:00,9.0,False,,PE-CONSUCODE-23,MINISTERIO DE TRABAJO Y PROMOCION DEL EMPLEO,2026-08,24,2026-08-20T10:31:25.027054-05:00,2026-09-23T10:18:04.823388-05:00,LIMA,LIMA,JESUS MARIA,9,9,1,365675.44,POLYSISTEMAS CORP SOCIEDAD ANONIMA CERRADA,PE-RUC-20431995281,0,,
ocds-dgv273-seacev3-1244399,2026-09-23T10:18:04.816739-05:00,2026-08,1244399,LP-ABR-6-2026-MDW/CS-1,CONTRATACION DE INDUMENTARIA PARA EL PERSONAL DE LA UNIDAD DE LIMPIEZA PUBLICA DE LA MUNICIPALIDAD DISTRITAL DE WANCHAQ,,Licitación Pública Abreviada,goods,0.0,PEN,0.0,2026-08-25T17:59:00-05:00,,True,,PE-CONSUCODE-751,MUNICIPALIDAD DISTRITAL DE WANCHAQ,2026-08,14,2026-08-26T10:29:20.816568-05:00,2026-09-23T10:18:04.816739-05:00,CUSCO,CUSCO,WANCHAQ,0,0,0,,,,0,,
ocds-dgv273-seacev3-1243257,2026-09-23T10:18:04.807747-05:00,2026-08,1243257,LP Homologación-ABR-6-2026-CENARES/MINSA-1,¿ADQUISICIÓN DE DISPOSITIVOS MÉDICOS PARA EL ABASTECIMIENTO CENTRALIZADO POR UN PERIODO DE DOCE (12) MESES - CATETER VENOSO CENTRAL DOBLE LUMEN 12 FR X 15 CM¿,,Licitación Pública Abreviada Homologación,goods,456350.4,PEN,456350.4,2026-08-20T19:09:00-05:00,9.0,False,,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,2026-08,22,2026-08-21T10:31:12.122658-05:00,2026-09-23T10:18:04.807747-05:00,LIMA,LIMA,JESUS MARIA,9,9,0,,,,0,,
ocds-dgv273-seacev3-1241645,2026-09-23T10:18:04.801001-05:00,2026-08,1241645,LP-SM-1-2026-DIRIS LS-1,ADQUISICIÓN DE UNIFORME INSTITUCIONAL DE VERANO PARA EL PERSONAL NOMBRADO DE LA DIRECCIÓN DE REDES INTEGRADAS DE SALUD LIMA SUR 2026,open,Licitación Pública,goods,0.0,PEN,0.0,2026-08-14T19:25:00-05:00,,True,,PE-CONSUCODE-203766,UNIDAD EJECUTORA DEL PLIEGO 011 MINISTERIO DE SALUD-DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR,2026-08,27,2026-08-15T10:17:51.029182-05:00,2026-09-23T10:18:04.801001-05:00,LIMA,LIMA,BARRANCO,0,0,0,,,,0,,
ocds-dgv273-seacev3-1248696,2026-09-23T10:18:04.786547-05:00,2026-08,1248696,LP-ABR-2-2026-MDP/OC-1-1,"ADQUISICIÓN DE MÁQUINAS PARA CONFECCIÓN TEXTIL: ¿MEJORAMIENTO DE LA PRODUCCIÓN Y COMERCIALIZACIÓN DE CONFECCIONES TEXTILES DE LA ASOCIACIÓN MANOS ACTIVAS DEL DISTRITO DE PAUCAS, PROVINCIA DE HUARI, REGIÓN ÁNCASH¿.",,Licitación Pública Abreviada,goods,124052.5,PEN,124052.5,2026-08-27T18:23:00-05:00,12.0,False,,PE-CONSUCODE-220,MUNICIPALIDAD DISTRITAL DE PAUCAS,2026-08,6,2026-09-10T10:20:31.813858-05:00,2026-09-23T10:18:04.786547-05:00,ANCASH,HUARI,PAUCAS,12,12,1,113990.0,EMPRESA CONSTRUCTORA MULTISERVICIOS OBRETT E.I.R.L.,PE-RUC-20571155649,0,,
ocds-dgv273-seacev3-1247198,2026-09-23T10:18:04.754211-05:00,2026-08,1247198,RES-PROC-230-2026-JNE-1,SERVICIO DE PUBLICIDAD EN VALLA MOVIL (SOBRE UN VEHICULO) EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,open,Regímen Especial,services,50268.0,PEN,50268.0,2026-09-03T16:42:00-05:00,1.0,False,,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-08,4,2026-09-04T13:58:16.320077-05:00,2026-09-23T10:18:04.754211-05:00,LIMA,LIMA,LIMA,1,1,1,50268.0,PUBLISTRIBUCION NACIONAL CO S.A.C.,PE-RUC-20615067262,0,,
ocds-dgv273-seacev3-1243437,2026-09-23T10:18:04.740343-05:00,2026-08,1243437,LP-ABR-2-2026-SANIPES/ DEC-1,SUMINISTRO DE COMBUSTIBLE PARA LA OPERATIVIDAD Y EL FUNCIONAMIENTO DE LAS UNIDADES VEHICULARES ASIGNADAS A LA SEDE CENTRAL DEL SANIPES,,Licitación Pública Abreviada,goods,270525.6,PEN,270525.6,2026-08-21T20:13:00-05:00,3.0,False,,PE-CONSUCODE-201345,ORGANISMO NACIONAL DE SANIDAD PESQUERA,2026-08,20,2026-08-22T10:45:08.363435-05:00,2026-09-23T10:18:04.740343-05:00,LIMA,LIMA,LINCE,3,3,1,276372.0,GLOBAL FUEL SOCIEDAD ANONIMA,PE-RUC-20565643496,0,,
ocds-dgv273-seacev3-1241140,2026-09-23T10:18:04.725534-05:00,2026-08,1241140,LP-ABR-161-2026-MDSM/CS-2,"CONTRATACION DE EJECUCION DE OBRA CONSTRUCCION DE CAPTACION DE AGUA Y LÍNEA DE CONDUCCIÓN; EN EL(LA) SISTEMA DE SANEAMIENTO BASICO DEL CASERIO DE GOTUSH DEL CENTRO POBLADO DE CARHUAYOC DISTRITO DE SAN MARCOS, PROVINCIA HUARI, DEPARTAMENTO ANCASH CON CUI N°2601272",,Licitación Pública Abreviada,works,1298348.41,PEN,1298348.41,2026-08-13T20:48:00-05:00,11.0,False,,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,2026-08,16,2026-08-14T10:33:31.973322-05:00,2026-09-23T10:18:04.725534-05:00,ANCASH,HUARI,SAN MARCOS,11,11,1,1298348.41,CONSORCIO GOTUSH,PE-RUC-1829045,0,,
ocds-dgv273-seacev3-1242139,2026-09-23T10:18:04.660239-05:00,2026-08,1242139,LP-ABR-42-2026-GRSM/C-1,"ADQUISICIÓN DE MAQUINARIAS PARA LA EJECUCIÓN DEL PLAN DE NEGOCIO DENOMINADO ¿AMPLIACIÓN DE LINEA DE PRODUCCIÓN DE MANTECA DE CACAO IMPULSADA CON ENERGIA RENOVABLE EN LA EMPRESA PROYECTO CHAZUTA SAC, DISTRITO DE CHAZUTA, PROVINCIA DE SAN MARTIN, REGIÓN SAN MARTIN CON CÓDIGO UNIFICADO: N°2718703",,Licitación Pública Abreviada,goods,191000.0,PEN,191000.0,2026-08-17T21:49:00-05:00,14.0,False,,PE-CONSUCODE-50,GOBIERNO REGIONAL DE SAN MARTIN Sede Central,2026-08,23,2026-08-18T10:20:58.811810-05:00,2026-09-23T10:18:04.660239-05:00,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,14,14,1,162700.0,DRAF MAQUINAS INDUSTRIALES E.I.R.L.,PE-RUC-20512153110,0,,
ocds-dgv273-seacev3-1245413,2026-09-23T10:18:04.652950-05:00,2026-08,1245413,LP-ABR-7-2026-CS/MDR-2,Ejecución de la Obra: CREACION DEL SERVICIO DE MOVILIDAD URBANA EN PASAJE HUANCAVELICA EN A.H SANTA ROSA ALTA DISTRITO DE RIMAC DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA - CUI N 2727897,,Licitación Pública Abreviada,works,0.0,PEN,0.0,2026-08-28T00:38:00-05:00,,True,,PE-CONSUCODE-1334,MUNICIPALIDAD DISTRITAL DE RIMAC,2026-08,16,2026-08-29T10:11:47.459308-05:00,2026-09-23T10:18:04.652950-05:00,LIMA,LIMA,RIMAC,0,0,0,,,,0,,
ocds-dgv273-seacev3-1238749,2026-09-23T10:18:04.636304-05:00,2026-08,1238749,LP-ABR-54-2026-GRAP/OC-1,"Adquisición de materiales para el sistema de agua contra incendios, incluye instalación a todo costo para el proyecto Mejoramiento del servicio educativo en los tres niveles Inicial 101 El Carmelo, Primaria 54045 El Carmelo y secundaria El Carmelo de la Localidad Molinopata, distrito y provincia de",,Licitación Pública Abreviada,goods,107134.0,PEN,107134.0,2026-08-04T20:25:00-05:00,14.0,False,107134.0,PE-CONSUCODE-2009,GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL,2026-08,19,2026-08-05T10:26:25.816947-05:00,2026-09-23T10:18:04.636304-05:00,APURIMAC,ABANCAY,ABANCAY,14,14,1,104610.34,TELNET SERVICES PERU SOCIEDAD ANONIMA CERRADA,PE-RUC-20451540336,1,104610.34,2026-09-22T00:00:00-05:00
ocds-dgv273-seacev3-1245953,2026-09-23T10:18:04.607300-05:00,2026-08,1245953,DIRECTA-DIRECTA-1-2026-OSIPTEL-1,"Servicio de arrendamiento de inmueble para el funcionamiento de la Oficina de Atención al Usuario de OSIPTEL con sede en el distrito de San Juan de Lurigancho, ciudad de Lima, provincia y departamento de Lima",direct,Contratación Directa,services,60000.0,PEN,60000.0,2026-08-31T17:46:00-05:00,1.0,False,60000.0,PE-CONSUCODE-1920,ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES,2026-08,6,2026-09-01T10:23:55.451545-05:00,2026-09-23T10:18:04.607300-05:00,LIMA,LIMA,SAN BORJA,1,1,1,60000.0,MENDOZA MEDRANO JOEL ORLANDO,PE-RUC-10450729511,1,60000.0,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1240977,2026-09-23T10:18:04.537310-05:00,2026-08,1240977,LP-ABR-6-2026-MDH/OBRAS-2,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿CREACION DEL PARQUE PRINCIPAL EN EL CENTRO POBLADO DE CANCHACUCHO DEL DISTRITO DE HUAYLLAY ¿ PROVINCIA DE PASCO ¿ DEPARTAMENTO DE PASCO¿ con CUI 2721604,,Licitación Pública Abreviada,works,1788000.22,PEN,1788000.22,2026-08-12T21:39:00-05:00,5.0,False,1788000.22,PE-CONSUCODE-1559,MUNICIPALIDAD DISTRITAL DE HUAYLLAY,2026-08,14,2026-08-13T10:28:42.398789-05:00,2026-09-23T10:18:04.537310-05:00,PASCO,PASCO,HUAYLLAY,5,5,1,1788000.22,CONSORCIO LA PIEDRA,PE-RUC-1823651,1,1788000.22,2026-09-11T00:00:00-05:00
ocds-dgv273-seacev3-1233350,2026-09-23T10:18:04.529200-05:00,2026-07,1233350,CP-ABR-36-2025-DIRIS LS-3,"SERVICIO DE PREPARACIÓN DE ALIMENTOS PARA EL PERSONAL QUE REALIZA GUARDIAS HOSPITALARIAS, GUARDIAS COMUNITARIAS DEL CMI BUENOS AIRES DE VILLA Y PARA LOS PACIENTES HOSPITALIZADOS ASEGURADOS AL SEGURO INTEGRAL DE SALUD (SIS)",,Concurso Público Abreviado,services,179697.6,PEN,179697.6,2026-07-13T16:39:00-05:00,1.0,False,,PE-CONSUCODE-203766,UNIDAD EJECUTORA DEL PLIEGO 011 MINISTERIO DE SALUD-DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR,2026-07,11,2026-07-14T10:22:57.271022-05:00,2026-09-23T10:18:04.529200-05:00,LIMA,LIMA,BARRANCO,1,1,0,,,,0,,
ocds-dgv273-seacev3-1244633,2026-09-23T10:18:04.506819-05:00,2026-08,1244633,CP-ABR-4-2026-MDSAC-1,"CONTRATACION DE SERVICIO A TODO COSTO, PARA LA FABRICACION, SUMINISTRO, INSTALACION Y MONTAJE DE COLUMNAS Y ESTRUCTURA METALICA DE COBERTURA, COBERTURA CON PLANCHA TRAPEZOIDAL TR-4 CURVA Y SISTEMA DE DRENAJE PLUVIAL DEL PROYECTO: CONSTRUCCION DE ESPACIO DEPORTIVO CON COBERTURA; EN EL (LA) I.E. JAVIE",,Concurso Público Abreviado,services,160000.0,PEN,160000.0,2026-08-26T22:27:00-05:00,11.0,False,,PE-CONSUCODE-336,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CACHI,2026-08,13,2026-08-27T10:33:25.976521-05:00,2026-09-23T10:18:04.506819-05:00,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,11,11,1,175000.0,MULTISERVICIOS EL DIAMANTE SOCIEDAD ANONIMA CERRADA,PE-RUC-20528064028,0,,
ocds-dgv273-seacev3-1242375,2026-09-23T10:18:04.490318-05:00,2026-08,1242375,LP-ABR-24-2026-MDSJM/CS-1,"OBRA: RENOVACION DE VEREDA O ACERA Y MOBILIARIO URBANO; EN EL(LA) PARQUE SAN JOSE, ZONA E, ZONA URBANA, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA, CON CUI N°2729401",,Licitación Pública Abreviada,works,129750.16,PEN,129750.16,2026-08-18T19:05:00-05:00,23.0,False,,PE-CONSUCODE-1339,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES,2026-08,15,2026-08-19T10:31:57.096025-05:00,2026-09-23T10:18:04.490318-05:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,23,23,1,129750.16,SIADEC INGENIEROS S.A.C.,PE-RUC-20493043073,0,,
ocds-dgv273-seacev3-1234599,2026-09-23T10:18:04.483377-05:00,2026-07,1234599,LP-ABR-18-2026-ESSALUD-RPA-1,"ADQUISICIÓN DE CARTUCHOS PARA DETERMINACIÓN DE GASES ARTERIALES Y ELECTROLITOS PARA EL SERVICIO DE NEONATOLOGÍA Y CLINICA PEDIÁTRICA DEL DEPARTAMENTO DE PEDIATRÍA DEL HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN, PARA UN PERIODO DE DOCE (12) MESES",,Licitación Pública Abreviada,goods,0.0,PEN,0.0,2026-07-16T16:59:00-05:00,,True,,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-07,9,2026-07-17T10:27:18.504006-05:00,2026-09-23T10:18:04.483377-05:00,LIMA,LIMA,JESUS MARIA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1246677,2026-09-23T10:18:04.460252-05:00,2026-08,1246677,LP-ABR-9-2026-MDH/CS-1,"CONTRATACIÓN DE EJECUCIÓN DE OBRA: MEJORAMIENTO Y AMPLIACIÓN DE SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EL TRAMO I: C.P. MORAN LIRIO -SECTOR NORTE- CRUCE A CHUGUR, TRAMO II: SECTOR NORTE-MORAN ALTO DISTRITO DE HUALGAYOC,  PROVINCIA DE HUALGAYOC, DEPARTAMENTO DE CAJAMARCA. CUI N°. 2729324.",,Licitación Pública Abreviada,works,1660751.46,PEN,1660751.46,2026-08-04T21:51:00-05:00,9.0,False,1660751.46,PE-CONSUCODE-687,MUNICIPALIDAD DISTRITAL DE HUALGAYOC,2026-08,5,2026-09-03T10:50:56.203341-05:00,2026-09-23T10:18:04.460252-05:00,CAJAMARCA,HUALGAYOC,HUALGAYOC,9,9,1,1660751.46,CORPORACION DWAR S.A.C,PE-RUC-20491809346,1,1660751.46,2026-09-17T00:00:00-05:00
ocds-dgv273-seacev3-1242900,2026-09-23T10:18:04.444278-05:00,2026-08,1242900,CP-ABR-1-2026-UGEL-1-1,CONTRATACIÓN DE SERVICIO DE ACCESO A INTERNET PARA VEINTICINCO (25) INSTITUCIONES EDUCATIVAS DE LA JURISDICCIÓN DE LA UGEL CELENDÍN ¿ 2026,,Concurso Público Abreviado,services,146717.0,PEN,146717.0,2026-08-19T19:41:00-05:00,18.0,False,,PE-CONSUCODE-200763,GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL CELENDIN,2026-08,19,2026-08-20T10:31:25.275937-05:00,2026-09-23T10:18:04.444278-05:00,CAJAMARCA,CELENDIN,CELENDIN,18,18,1,75000.0,FLEETEC CORPORATION S.A.C.,PE-RUC-20607880272,0,,
ocds-dgv273-seacev3-1233380,2026-09-23T10:18:04.404350-05:00,2026-07,1233380,LP-SM-5-2026-GRA-SEDECENTRAL-1,"ADQUISICIÓN E INSTALACIÓN A TODO COSTO DEL SISTEMA DE VIDEO VIGILANCIA CCTV ¿ COMPONENTE DE COMUNICACIONES (TERCERA HABILITACIÓN) PARA EL PROYECTO: ¿MEJORAMIENTO DEL SERVICIO DE FORMACIÓN PROFESIONAL EN LA ESCUELA DE MEDICINA HUMANA DE LA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNSCH, DISTRITO DE AYA",open,Licitación Pública,goods,1150950.0,PEN,1150950.0,2026-07-13T17:13:00-05:00,28.0,False,,PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,2026-07,36,2026-07-14T10:22:57.234149-05:00,2026-09-23T10:18:04.404350-05:00,AYACUCHO,HUAMANGA,AYACUCHO,28,28,0,,,,0,,
ocds-dgv273-seacev3-1241410,2026-09-23T10:18:04.352977-05:00,2026-08,1241410,SIE-SIE-115-2026-GR PUNO/OC-1,"ADQUISICIÓN DE BARRAS PARA CONSTRUCCION Y ALAMBRE NEGRO RECOCIDO, SEGÚN REQUERIMIENTO Y ESPECIFICACIONES TÉCNICAS, PARA LA META: MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIO DE LA I.E. 71008 EN EL DISTRITO DE LAMPA - PROVINCIA DE LAMPA - DEPARTAMENTO DE PUNO.",open,Subasta Inversa Electrónica,goods,65592.4,PEN,65592.4,2026-08-14T11:23:00-05:00,12.0,False,65592.4,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-08,18,2026-08-15T10:17:50.564481-05:00,2026-09-23T10:18:04.352977-05:00,PUNO,PUNO,PUNO,12,12,1,54670.0,FORZAMAT S.A.C.,PE-RUC-20559644243,1,54670.0,2026-09-18T00:00:00-05:00
ocds-dgv273-seacev3-1245089,2026-09-23T10:18:04.324722-05:00,2026-08,1245089,CP CON-SM-4-2026-MINEM/DGER-1,CONTRATACIÓN DE LA SUPERVISIÓN DE LA EJECUCIÓN DE LA OBRA DE TRES (03) PROYECTOS COMPRENDIDOS EN EL GRUPO N° 04,,Concurso Público para Consultoría,services,2728306.38,PEN,2728306.38,2026-08-27T12:39:00-05:00,,True,,PE-CONSUCODE-200231,DIRECCION GENERAL DE ELECTRIFICACION RURAL DEL MINISTERIO DE ENERGÍA Y MINAS,2026-08,21,2026-08-28T10:30:32.365813-05:00,2026-09-23T10:18:04.324722-05:00,LIMA,LIMA,SAN BORJA,0,0,0,,,,0,,
ocds-dgv273-seacev3-1233986,2026-09-23T10:18:04.308595-05:00,2026-07,1233986,CP-ABR-11-2026-MDH/C-1,SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE OBRA: ¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE PALTAPAMPA DISTRITO DE HUARMACA DE LA PROVINCIA,,Concurso Público Abreviado,services,127773.11,PEN,127773.11,2026-07-14T22:27:00-05:00,9.0,False,127773.11,PE-CONSUCODE-1607,MUNICIPALIDAD DISTRITAL DE HUARMACA,2026-07,16,2026-07-15T10:31:01.358675-05:00,2026-09-23T10:18:04.308595-05:00,PIURA,HUANCABAMBA,HUARMACA,9,9,1,127773.11,CONSORCIO SUPERVISOR PALTAPAMPA,PE-RUC-1815189,1,127773.11,2026-08-10T00:00:00-05:00
ocds-dgv273-seacev3-1237767,2026-09-23T10:18:04.276962-05:00,2026-07,1237767,LP-SM-1-2026-MDH/C-1,MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN LOS SECTORES DE LAUPAY-BELLAVISTA Y CCOCHA DE CENTRO POBLADO CCOCHA DISTRITO DE HAQUIRA DE LA PROVINCIA DE COTABAMBAS DEL DEPARTAMENTO DE APURIMAC,open,Licitación Pública,works,6527024.07,PEN,6527024.07,2026-07-31T19:05:00-05:00,23.0,False,6527024.07,PE-CONSUCODE-372,MUNICIPALIDAD DISTRITAL DE HAQUIRA,2026-07,27,2026-08-01T10:19:37.728578-05:00,2026-09-23T10:18:04.276962-05:00,APURIMAC,COTABAMBAS,HAQUIRA,23,23,1,6527024.07,CONSORCIO LAUPAY,PE-RUC-1827960,1,6527024.07,2026-09-18T00:00:00-05:00
ocds-dgv273-seacev3-1232570,2026-09-23T10:18:04.259852-05:00,2026-07,1232570,SIE-SIE-4-2026-EP/UO 0826-1,"CONTRATACIÓN DE SUMINISTRO DE ALIMENTOS PARA EL PERSONAL DE OFICIALES, TECNICOS Y SUBOFICIALES DE LA IV DIVISIÓN DE EJÉRCITO Y LA 2A BRIGADA DE INFANTERÍA CORRESPONDIENTE 2026 - 2027 PP 135",open,Subasta Inversa Electrónica,goods,2861431.76,PEN,2861431.76,2026-07-09T17:53:00-05:00,19.0,False,,PE-CONSUCODE-10247,EJERCITO PERUANO,2026-07,21,2026-07-10T10:42:11.863810-05:00,2026-09-23T10:18:04.259852-05:00,LIMA,LIMA,SAN BORJA,19,19,3,1938000.0,INVERSIONES LYAM DEL PERU E.I.R.L. | REYNOSO CALDERON TANIA | TOVACORP S.A.C.,PE-RUC-10406971347 | PE-RUC-20574763381 | PE-RUC-20602254489,0,,
